from,starting label,QID,label,depth,target
Q55680361,Oskar Reichel,Q1491880,Oskar Reichel,4,1
Q104530765,Hugo Nathan,Q215626,Hugo Nathan,3,1
Q160236,Metropolitan Museum of Art,Q3435730,Metropolitan Museum of Art,2,1
Q74128,Alfred Flechtheim,Q5488972,Alfred Flechtheim,4,1
Q21948567,Sunflowers,Q15253558,Sunflowers,5,0
Q657415,Cleveland Museum of Art,Q98970039,Cleveland Museum of Art,4,0
Q74128,Alfred Flechtheim,Q106866308,Alfred Flechtheim,5,1
Q160236,Metropolitan Museum of Art,Q4719062,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q16000367,Cypresses,5,0
Q5147536,Josef Feinhals,Q3658608,Josef Feinhals,2,0
Q21948567,Sunflowers,Q10732476,Sunflowers,2,1
Q17277888,Gottlieb Friedrich Reber,Q50395049,Gottlieb Friedrich Reber,3,0
Q104530765,Hugo Nathan,Q47310686,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q932401,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q64212048,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q28043469,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q2842423,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q1970945,Cypresses,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28692502,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q17277888,Gottlieb Friedrich Reber,Q47906,Gottlieb Friedrich Reber,1,1
Q104530765,Hugo Nathan,Q21069797,Hugo Nathan,5,1
Q104530765,Hugo Nathan,Q318815,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q93381,Metropolitan Museum of Art,4,0
Q1201549,Detroit Institute of Arts,Q3181656,Detroit Institute of Arts,3,0
Q214867,National Gallery of Art,Q19905413,National Gallery of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q78793,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q867510,Cypresses,Q107177051,Cypresses,4,1
Q214867,National Gallery of Art,Q50395049,National Gallery of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q20771242,Gottlieb Friedrich Reber,5,1
Q5147536,Josef Feinhals,Q627325,Josef Feinhals,2,0
Q160236,Metropolitan Museum of Art,Q1360879,Metropolitan Museum of Art,5,1
Q17277888,Gottlieb Friedrich Reber,Q1998160,Gottlieb Friedrich Reber,5,1
Q74128,Alfred Flechtheim,Q90554,Alfred Flechtheim,5,1
Q21948567,Sunflowers,Q2659670,Sunflowers,3,0
Q160236,Metropolitan Museum of Art,Q100708933,Metropolitan Museum of Art,4,1
Q26221201,Two Diggers among Trees,Q28035859,Two Diggers among Trees,4,1
Q160236,Metropolitan Museum of Art,Q457843,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q57930,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q627325,Hugo Cassirer,5,0
Q17277888,Gottlieb Friedrich Reber,Q2894644,Gottlieb Friedrich Reber,5,1
Q160236,Metropolitan Museum of Art,Q3262402,Metropolitan Museum of Art,4,0
Q214867,National Gallery of Art,Q131524,National Gallery of Art,3,0
Q160236,Metropolitan Museum of Art,Q117474,Metropolitan Museum of Art,4,1
Q17277888,Gottlieb Friedrich Reber,Q239303,Gottlieb Friedrich Reber,4,1
Q1634926,Hugo Cassirer,Q58433306,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q69574,Alfred Flechtheim,2,1
Q21948567,Sunflowers,Q5582,Sunflowers,4,1
Q17277888,Gottlieb Friedrich Reber,Q2186896,Gottlieb Friedrich Reber,3,0
Q214867,National Gallery of Art,Q98970039,National Gallery of Art,5,0
Q21948567,Sunflowers,Q317188,Sunflowers,2,0
Q5147536,Josef Feinhals,Q10732476,Josef Feinhals,1,1
Q104530765,Hugo Nathan,Q64212048,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q2034021,Metropolitan Museum of Art,4,0
Q104530765,Hugo Nathan,Q53563347,Hugo Nathan,5,1
Q214867,National Gallery of Art,Q39013,National Gallery of Art,5,0
Q214867,National Gallery of Art,Q98801351,National Gallery of Art,3,1
Q160236,Metropolitan Museum of Art,Q20275618,Metropolitan Museum of Art,5,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q28874033,Two Poplars in the Alpilles near Saint-Rémy,4,1
Q74128,Alfred Flechtheim,Q83488454,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q17651291,Metropolitan Museum of Art,5,0
Q17277888,Gottlieb Friedrich Reber,Q2105269,Gottlieb Friedrich Reber,4,0
Q21948567,Sunflowers,Q3148760,Sunflowers,5,0
Q74128,Alfred Flechtheim,Q19883543,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q440987,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q33315010,Hugo Nathan,4,1
Q867510,Cypresses,Q1039808,Cypresses,5,1
Q160236,Metropolitan Museum of Art,Q150599,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q2478141,Metropolitan Museum of Art,3,0
Q21948567,Sunflowers,Q5334534,Sunflowers,5,0
Q1634926,Hugo Cassirer,Q4610556,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q16699463,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q45764132,Metropolitan Museum of Art,5,0
Q657415,Cleveland Museum of Art,Q33999,Cleveland Museum of Art,5,0
Q104530765,Hugo Nathan,Q1607826,Hugo Nathan,4,0
Q160236,Metropolitan Museum of Art,Q347422,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q1979607,Gottlieb Friedrich Reber,5,0
Q324935,Ferenc Hatvany,Q806798,Ferenc Hatvany,2,0
Q160236,Metropolitan Museum of Art,Q56297473,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q2526255,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q4904268,Alfred Flechtheim,4,1
Q214867,National Gallery of Art,Q100137722,National Gallery of Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q333634,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q74128,Alfred Flechtheim,Q104820943,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q96090141,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q926842,Metropolitan Museum of Art,2,0
Q657415,Cleveland Museum of Art,Q28065291,Cleveland Museum of Art,4,1
Q74128,Alfred Flechtheim,Q27431468,Alfred Flechtheim,4,1
Q1634926,Hugo Cassirer,Q19502360,Hugo Cassirer,5,1
Q214867,National Gallery of Art,Q179718,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q3116663,Metropolitan Museum of Art,4,0
Q55680361,Oskar Reichel,Q105757729,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q15193,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q100137722,Alfred Flechtheim,5,1
Q214867,National Gallery of Art,Q705551,National Gallery of Art,4,1
Q21948567,Sunflowers,Q3282637,Sunflowers,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q36180,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q74128,Alfred Flechtheim,Q7960534,Alfred Flechtheim,3,1
Q214867,National Gallery of Art,Q95948198,National Gallery of Art,5,0
Q55680361,Oskar Reichel,Q42877939,Oskar Reichel,5,1
Q160236,Metropolitan Museum of Art,Q157098,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q27981616,Metropolitan Museum of Art,5,1
Q214867,National Gallery of Art,Q49757,National Gallery of Art,3,0
Q214867,National Gallery of Art,Q45320214,National Gallery of Art,3,1
Q160236,Metropolitan Museum of Art,Q4719061,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q104439776,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q1970746,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q54054,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q36279,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q1138524,Metropolitan Museum of Art,4,0
Q104530765,Hugo Nathan,Q2544162,Hugo Nathan,5,1
Q55680361,Oskar Reichel,Q19883543,Oskar Reichel,3,1
Q29441758,Margarete Mauthner,Q723358,Margarete Mauthner,5,1
Q29441758,Margarete Mauthner,Q20539215,Margarete Mauthner,5,1
Q867510,Cypresses,Q2657718,Cypresses,4,0
Q26221201,Two Diggers among Trees,Q12954454,Two Diggers among Trees,4,1
Q160236,Metropolitan Museum of Art,Q41213,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q352,Alfred Flechtheim,4,1
Q160236,Metropolitan Museum of Art,Q34064952,Metropolitan Museum of Art,4,0
Q21948567,Sunflowers,Q81096,Sunflowers,3,0
Q160236,Metropolitan Museum of Art,Q232159,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q27978043,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q446676,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q20276008,Alfred Flechtheim,3,1
Q17277888,Gottlieb Friedrich Reber,Q806798,Gottlieb Friedrich Reber,5,0
Q74128,Alfred Flechtheim,Q302556,Alfred Flechtheim,5,0
Q17277888,Gottlieb Friedrich Reber,Q18785024,Gottlieb Friedrich Reber,3,1
Q29441758,Margarete Mauthner,Q1321055,Margarete Mauthner,5,1
Q55680361,Oskar Reichel,Q13575004,Oskar Reichel,2,1
Q160236,Metropolitan Museum of Art,Q150494,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q109227939,Alfred Flechtheim,2,1
Q17277888,Gottlieb Friedrich Reber,Q49277675,Gottlieb Friedrich Reber,3,1
Q867510,Cypresses,Q2148186,Cypresses,3,1
Q1634926,Hugo Cassirer,Q8030760,Hugo Cassirer,5,0
Q867510,Cypresses,Q60729883,Cypresses,3,0
Q21948567,Sunflowers,Q1423891,Sunflowers,4,0
Q160236,Metropolitan Museum of Art,Q98970039,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q665807,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q222728,National Gallery of Art,4,1
Q17277888,Gottlieb Friedrich Reber,Q78684258,Gottlieb Friedrich Reber,3,1
Q26221201,Two Diggers among Trees,Q17254907,Two Diggers among Trees,5,1
Q214867,National Gallery of Art,Q17391638,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q15296811,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q20560074,Alfred Flechtheim,5,1
Q104530765,Hugo Nathan,Q107177051,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q159660,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q28790437,Metropolitan Museum of Art,1,0
Q74128,Alfred Flechtheim,Q19308411,Alfred Flechtheim,2,1
Q55680361,Oskar Reichel,Q27431468,Oskar Reichel,2,1
Q160236,Metropolitan Museum of Art,Q619068,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q4532138,Alfred Flechtheim,4,0
Q1634926,Hugo Cassirer,Q806798,Hugo Cassirer,5,0
Q214867,National Gallery of Art,Q3937681,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q1573212,Metropolitan Museum of Art,5,0
Q104530765,Hugo Nathan,Q7964251,Hugo Nathan,5,1
Q17277888,Gottlieb Friedrich Reber,Q105757729,Gottlieb Friedrich Reber,5,0
Q214867,National Gallery of Art,Q17277888,National Gallery of Art,4,1
Q1634926,Hugo Cassirer,Q28860082,Hugo Cassirer,5,1
Q214867,National Gallery of Art,Q3873319,National Gallery of Art,5,0
Q1634926,Hugo Cassirer,Q4164507,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q96971115,Alfred Flechtheim,4,1
Q1634926,Hugo Cassirer,Q27680201,Hugo Cassirer,5,0
Q17277888,Gottlieb Friedrich Reber,Q1238570,Gottlieb Friedrich Reber,5,0
Q867510,Cypresses,Q21785872,Cypresses,4,1
Q1634926,Hugo Cassirer,Q107676574,Hugo Cassirer,5,1
Q11770767,Still life with coffee pot  dishes and fruit,Q2041543,Still life with coffee pot  dishes and fruit,5,0
Q55680361,Oskar Reichel,Q49870534,Oskar Reichel,5,1
Q867510,Cypresses,Q47309996,Cypresses,4,1
Q160236,Metropolitan Museum of Art,Q262788,Metropolitan Museum of Art,5,0
Q55680361,Oskar Reichel,Q20539227,Oskar Reichel,3,1
Q17277888,Gottlieb Friedrich Reber,Q62537,Gottlieb Friedrich Reber,3,0
Q17277888,Gottlieb Friedrich Reber,Q10800557,Gottlieb Friedrich Reber,3,0
Q1634926,Hugo Cassirer,Q158852,Hugo Cassirer,5,0
Q1634926,Hugo Cassirer,Q80317,Hugo Cassirer,5,1
Q74128,Alfred Flechtheim,Q1773840,Alfred Flechtheim,2,1
Q74128,Alfred Flechtheim,Q1622272,Alfred Flechtheim,3,0
Q160236,Metropolitan Museum of Art,Q867541,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q674426,National Gallery of Art,4,1
Q160236,Metropolitan Museum of Art,Q1960369,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q248900,Metropolitan Museum of Art,4,0
Q26221184,Olive Picking,Q12362622,Olive Picking,4,0
Q55680361,Oskar Reichel,Q19883498,Oskar Reichel,3,1
Q3783572,Harvard Art Museums,Q17576108,Harvard Art Museums,2,0
Q74128,Alfred Flechtheim,Q49757,Alfred Flechtheim,5,0
Q55680361,Oskar Reichel,Q20276076,Oskar Reichel,5,1
Q160236,Metropolitan Museum of Art,Q120180,Metropolitan Museum of Art,4,0
Q74128,Alfred Flechtheim,Q81096,Alfred Flechtheim,4,0
Q214867,National Gallery of Art,Q19924921,National Gallery of Art,5,0
Q867510,Cypresses,Q333256,Cypresses,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q33011974,Two Poplars in the Alpilles near Saint-Rémy,3,1
Q74128,Alfred Flechtheim,Q1043967,Alfred Flechtheim,4,1
Q17277888,Gottlieb Friedrich Reber,Q19885021,Gottlieb Friedrich Reber,5,0
Q160236,Metropolitan Museum of Art,Q7963124,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q14623005,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q4164507,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q89582,Metropolitan Museum of Art,4,1
Q55680361,Oskar Reichel,Q4991371,Oskar Reichel,5,0
Q104530765,Hugo Nathan,Q1039808,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q96071935,Metropolitan Museum of Art,4,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q33999,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q29441758,Margarete Mauthner,Q602358,Margarete Mauthner,4,0
Q29441758,Margarete Mauthner,Q333634,Margarete Mauthner,1,0
Q74128,Alfred Flechtheim,Q49277733,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q18242306,Metropolitan Museum of Art,3,1
Q17277888,Gottlieb Friedrich Reber,Q1706617,Gottlieb Friedrich Reber,5,0
Q160236,Metropolitan Museum of Art,Q27980299,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q18785024,National Gallery of Art,5,1
Q29441758,Margarete Mauthner,Q95698792,Margarete Mauthner,5,1
Q867510,Cypresses,Q1760539,Cypresses,5,1
Q21948567,Sunflowers,Q49757,Sunflowers,5,0
Q160236,Metropolitan Museum of Art,Q3621491,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q39631,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q13218361,Metropolitan Museum of Art,3,0
Q214867,National Gallery of Art,Q459041,National Gallery of Art,2,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1573212,Two Poplars in the Alpilles near Saint-Rémy,4,0
Q104530765,Hugo Nathan,Q60476309,Hugo Nathan,5,1
Q1634926,Hugo Cassirer,Q47906,Hugo Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q774992,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q7560691,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q150575,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q593644,Metropolitan Museum of Art,4,0
Q17277888,Gottlieb Friedrich Reber,Q11075015,Gottlieb Friedrich Reber,2,0
Q867510,Cypresses,Q33231,Cypresses,4,0
Q17277888,Gottlieb Friedrich Reber,Q19754058,Gottlieb Friedrich Reber,4,1
Q867510,Cypresses,Q20730464,Cypresses,3,1
Q657415,Cleveland Museum of Art,Q106727050,Cleveland Museum of Art,3,1
Q657415,Cleveland Museum of Art,Q10732476,Cleveland Museum of Art,3,1
Q74128,Alfred Flechtheim,Q19885021,Alfred Flechtheim,5,0
Q1634926,Hugo Cassirer,Q39013,Hugo Cassirer,5,0
Q104530765,Hugo Nathan,Q61294807,Hugo Nathan,4,0
Q17277888,Gottlieb Friedrich Reber,Q26689481,Gottlieb Friedrich Reber,4,1
Q17277888,Gottlieb Friedrich Reber,Q83488454,Gottlieb Friedrich Reber,4,1
Q26221201,Two Diggers among Trees,Q21785872,Two Diggers among Trees,4,1
Q104530765,Hugo Nathan,Q27096203,Hugo Nathan,5,1
Q1634926,Hugo Cassirer,Q1925963,Hugo Cassirer,5,0
Q1634926,Hugo Cassirer,Q36834,Hugo Cassirer,5,0
Q214867,National Gallery of Art,Q5460604,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q515770,Metropolitan Museum of Art,5,0
Q29441758,Margarete Mauthner,Q10288082,Margarete Mauthner,4,1
Q104530765,Hugo Nathan,Q50637,Hugo Nathan,5,1
Q160236,Metropolitan Museum of Art,Q62274663,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q16014700,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q700060,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q1138524,Hugo Cassirer,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q74128,Two Poplars in the Alpilles near Saint-Rémy,1,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q102441871,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q867510,Cypresses,Q10732476,Cypresses,2,1
Q55680361,Oskar Reichel,Q855,Oskar Reichel,5,0
Q1634926,Hugo Cassirer,Q15619234,Hugo Cassirer,4,1
Q160236,Metropolitan Museum of Art,Q1090291,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q28848149,Hugo Cassirer,4,1
Q55680361,Oskar Reichel,Q28008262,Oskar Reichel,1,0
Q1634926,Hugo Cassirer,Q20089963,Hugo Cassirer,5,0
Q69860245,Mór Lipót Herzog,Q3518553,Mór Lipót Herzog,2,0
Q214867,National Gallery of Art,Q9268,National Gallery of Art,4,1
Q55680361,Oskar Reichel,Q461,Oskar Reichel,5,0
Q160236,Metropolitan Museum of Art,Q434077,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q2837972,Cypresses,5,0
Q104530765,Hugo Nathan,Q26221201,Hugo Nathan,1,1
Q160236,Metropolitan Museum of Art,Q524534,Metropolitan Museum of Art,3,0
Q74128,Alfred Flechtheim,Q4086271,Alfred Flechtheim,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1810348,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q867510,Cypresses,Q15432931,Cypresses,4,1
Q867510,Cypresses,Q627325,Cypresses,5,0
Q867510,Cypresses,Q131524,Cypresses,2,0
Q74128,Alfred Flechtheim,Q64349,Alfred Flechtheim,5,1
Q55680361,Oskar Reichel,Q1568434,Oskar Reichel,4,1
Q160236,Metropolitan Museum of Art,Q96297,Metropolitan Museum of Art,5,1
Q1634926,Hugo Cassirer,Q56555894,Hugo Cassirer,5,1
Q867510,Cypresses,Q2644753,Cypresses,4,1
Q160236,Metropolitan Museum of Art,Q329439,Metropolitan Museum of Art,5,0
Q867510,Cypresses,Q19912997,Cypresses,4,1
Q1634926,Hugo Cassirer,Q19905413,Hugo Cassirer,5,0
Q26221201,Two Diggers among Trees,Q47001605,Two Diggers among Trees,5,1
Q214867,National Gallery of Art,Q46596638,National Gallery of Art,1,1
Q17277888,Gottlieb Friedrich Reber,Q65059,Gottlieb Friedrich Reber,5,1
Q17277888,Gottlieb Friedrich Reber,Q219477,Gottlieb Friedrich Reber,4,0
Q160236,Metropolitan Museum of Art,Q766737,Metropolitan Museum of Art,3,0
Q11770767,Still life with coffee pot  dishes and fruit,Q214917,Still life with coffee pot  dishes and fruit,2,0
Q160236,Metropolitan Museum of Art,Q1358886,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q24575431,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q235438,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q16917809,Alfred Flechtheim,5,1
Q17277888,Gottlieb Friedrich Reber,Q43845,Gottlieb Friedrich Reber,5,0
Q21948567,Sunflowers,Q1810348,Sunflowers,5,1
Q160236,Metropolitan Museum of Art,Q540752,Metropolitan Museum of Art,4,0
Q160236,Metropolitan Museum of Art,Q22965268,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q3455803,Metropolitan Museum of Art,4,0
Q1634926,Hugo Cassirer,Q1780490,Hugo Cassirer,5,0
Q324935,Ferenc Hatvany,Q19180675,Ferenc Hatvany,4,0
Q17277888,Gottlieb Friedrich Reber,Q3609940,Gottlieb Friedrich Reber,1,1
Q74128,Alfred Flechtheim,Q64513741,Alfred Flechtheim,3,1
Q867510,Cypresses,Q18347243,Cypresses,3,1
Q214867,National Gallery of Art,Q142,National Gallery of Art,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q1752085,Two Poplars in the Alpilles near Saint-Rémy,5,1
Q74128,Alfred Flechtheim,Q19681547,Alfred Flechtheim,3,1
Q214867,National Gallery of Art,Q4896868,National Gallery of Art,3,0
Q1634926,Hugo Cassirer,Q177220,Hugo Cassirer,5,0
Q17277888,Gottlieb Friedrich Reber,Q21600495,Gottlieb Friedrich Reber,5,0
Q74128,Alfred Flechtheim,Q670075,Alfred Flechtheim,5,1
Q1634926,Hugo Cassirer,Q19911671,Hugo Cassirer,5,0
Q214867,National Gallery of Art,Q33231,National Gallery of Art,5,0
Q74128,Alfred Flechtheim,Q3181656,Alfred Flechtheim,5,0
Q26221184,Olive Picking,Q3578589,Olive Picking,4,0
Q160236,Metropolitan Museum of Art,Q467167,Metropolitan Museum of Art,3,1
Q160236,Metropolitan Museum of Art,Q75527284,Metropolitan Museum of Art,5,1
Q160236,Metropolitan Museum of Art,Q36834,Metropolitan Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q865736,Metropolitan Museum of Art,4,1
Q104530765,Hugo Nathan,Q19429021,Hugo Nathan,5,1
Q867510,Cypresses,Q20078554,Cypresses,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q12362622,Two Poplars in the Alpilles near Saint-Rémy,2,0
Q21948567,Sunflowers,Q7042855,Sunflowers,5,0
Q21948567,Sunflowers,Q1622272,Sunflowers,2,0
Q104530765,Hugo Nathan,Q78684258,Hugo Nathan,5,1
Q1634926,Hugo Cassirer,Q1565911,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q17519173,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q298877,Metropolitan Museum of Art,5,0
Q69860245,Mór Lipót Herzog,Q98801351,Mór Lipót Herzog,1,1
Q74128,Alfred Flechtheim,Q2659670,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q3220784,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q20074801,Metropolitan Museum of Art,5,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q3282637,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q21948567,Sunflowers,Q78793,Sunflowers,5,1
Q214867,National Gallery of Art,Q73357989,National Gallery of Art,1,0
Q104530765,Hugo Nathan,Q43845,Hugo Nathan,4,0
Q74128,Alfred Flechtheim,Q19077875,Alfred Flechtheim,5,0
Q160236,Metropolitan Museum of Art,Q14213,Metropolitan Museum of Art,4,0
Q26221201,Two Diggers among Trees,Q107676574,Two Diggers among Trees,5,1
Q5147536,Josef Feinhals,Q131524,Josef Feinhals,1,0
Q657415,Cleveland Museum of Art,Q18939491,Cleveland Museum of Art,3,0
Q1634926,Hugo Cassirer,Q89929597,Hugo Cassirer,5,0
Q657415,Cleveland Museum of Art,Q867541,Cleveland Museum of Art,3,0
Q160236,Metropolitan Museum of Art,Q26821240,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q10288082,Hugo Cassirer,5,1
Q160236,Metropolitan Museum of Art,Q79077,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q18602666,Metropolitan Museum of Art,4,1
Q160236,Metropolitan Museum of Art,Q214867,Metropolitan Museum of Art,4,1
Q104530765,Hugo Nathan,Q47001605,Hugo Nathan,4,1
Q74128,Alfred Flechtheim,Q657415,Alfred Flechtheim,2,1
Q160236,Metropolitan Museum of Art,Q36234,Metropolitan Museum of Art,5,0
Q160236,Metropolitan Museum of Art,Q4964182,Metropolitan Museum of Art,3,0
Q1201549,Detroit Institute of Arts,Q87748614,Detroit Institute of Arts,3,0
Q17277888,Gottlieb Friedrich Reber,Q45320214,Gottlieb Friedrich Reber,2,1
Q160236,Metropolitan Museum of Art,Q110491536,Metropolitan Museum of Art,4,1
Q11770767,Still life with coffee pot  dishes and fruit,Q26221124,Still life with coffee pot  dishes and fruit,2,0
Q160236,Metropolitan Museum of Art,Q1162163,Metropolitan Museum of Art,5,0
Q214867,National Gallery of Art,Q644687,National Gallery of Art,5,0
Q657415,Cleveland Museum of Art,Q512314,Cleveland Museum of Art,5,0
Q214867,National Gallery of Art,Q19222701,National Gallery of Art,5,0
Q160236,Metropolitan Museum of Art,Q864503,Metropolitan Museum of Art,3,0
Q17277888,Gottlieb Friedrich Reber,Q602358,Gottlieb Friedrich Reber,4,0
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q2657718,Two Poplars in the Alpilles near Saint-Rémy,3,0
Q160236,Metropolitan Museum of Art,Q75883813,Metropolitan Museum of Art,5,0
Q1634926,Hugo Cassirer,Q49757,Hugo Cassirer,3,0
Q74128,Alfred Flechtheim,Q33231,Alfred Flechtheim,5,0
Q74128,Alfred Flechtheim,Q15472169,Alfred Flechtheim,5,1
Q324935,Ferenc Hatvany,Q67311526,Ferenc Hatvany,3,0
Q160236,Metropolitan Museum of Art,Q26221228,Metropolitan Museum of Art,3,1
Q26221176,Two Poplars in the Alpilles near Saint-Rémy,Q10800557,Two Poplars in the Alpilles near Saint-Rémy,5,0
Q160236,Metropolitan Museum of Art,Q777344,Metropolitan Museum of Art,5,1
Q1634926,Hugo Cassirer,Q152564,Hugo Cassirer,5,0
Q160236,Metropolitan Museum of Art,Q17021787,Metropolitan Museum of Art,2,1
Q74128,Alfred Flechtheim,Q49277675,Alfred Flechtheim,3,1
Q160236,Metropolitan Museum of Art,Q2387340,Metropolitan Museum of Art,5,0
Q74128,Alfred Flechtheim,Q110249806,Alfred Flechtheim,4,0
Q160236,Metropolitan Museum of Art,Q94378647,Metropolitan Museum of Art,5,0
Q21948567,Sunflowers,Q11774156,Sunflowers,5,0
